Outlet_ID,Brand,Outlet_Name,City,State,PIN_Code,Outlet_Format,Primary_Category,Opening_Date,Monthly_Orders,Monthly_Sales_INR,Avg_Order_Value_INR,Customer_Rating,Staff_Count,Delivery_Partners,Monthly_Rent_INR,Preferred_Payment,Service_Mode,Outlet_Status,Ownership_Type
OUT11391,Pizza Hut,Pizza Hut - Kolkata 27,Kolkata,West Bengal,700001.0,Standalone,Pizza,2025-11-25,149.0,26739.11,179.46,3.7,4.0,33.0,145239.79,Cash,Drive-thru,Open,Company Owned
OUT11392,Burger King,Burger King - Coimbatore 18,Coimbatore,Tamil Nadu,600001.0,Mall,Donuts,2023-12-15,121.0,17650.55,145.87,3.6,15.0,21.0,192244.26,Cash,Dine-in,Open,Franchise
OUT11393,Wendy'S,Wendy's - Surat 20,Surat,Gujarat,395001.0,Drive-Thru,Donuts,2025-03-06,95.0,19951.71,210.02,4.2,14.0,22.0,107038.96,Card,Drive-thru,Open,Franchise
OUT11394,Domino'S,Domino's - Vijayawada 2,Vijayawada,Andhra Pradesh,682001.0,Mall,Pizza,2025-06-27,114.0,27588.01,242.0,4.6,27.0,20.0,63859.25,Wallet,Delivery,Open,Company Owned
OUT11395,Taco Bell,Taco Bell - Ranchi 13,Ranchi,Jharkhand,682001.0,High Street,Tacos,2025-06-08,162.0,22909.08,141.41,3.5,18.0,28.0,97328.36,Wallet,Drive-thru,Open,Company Owned
OUT11396,Subway,Subway - Chennai 27,Chennai,Tamil Nadu,600001.0,High Street,Burger,2025-07-01,114.0,12940.81,113.52,3.6,29.0,28.0,116951.48,UPI,Dine-in,Closed,Franchise
OUT11397,Subway,Subway - Gurugram 32,Gurugram,Haryana,403001.0,High Street,Sandwich,2024-07-19,188.0,30117.11,160.2,4.1,30.0,6.0,92684.7,Wallet,Drive-thru,Open,Franchise
OUT11398,Wendy'S,Wendy's - Gurugram 29,Gurugram,Haryana,797001.0,High Street,Donuts,2023-12-03,131.0,25467.22,194.41,3.5,5.0,4.0,107989.79,Cash,Drive-thru,Open,Company Owned
OUT11399,Starbucks,Starbucks - Nashik 5,Nashik,Maharashtra,422001.0,Mall,Pizza,2023-09-10,129.0,3161.3,24.51,4.7,17.0,9.0,136434.13,Card,Delivery,Open,Franchise
OUT11400,Burger King,Burger King - Indore 36,Indore,Madhya Pradesh,171001.0,Food Court,Fried Chicken,2023-12-30,225.0,18657.17,82.92,3.9,20.0,12.0,155136.21,UPI,Drive-thru,Closed,Company Owned
OUT11401,Wendy'S,Wendy's - Dehradun 19,Dehradun,Uttarakhand,492001.0,Standalone,Fried Chicken,2023-04-12,127.0,13398.17,105.5,4.0,19.0,3.0,67907.13,Cash,Delivery,Open,Franchise
OUT11402,Dunkin',Dunkin' - Chandigarh 2,Chandigarh,Chandigarh,492001.0,Standalone,Burger,2024-09-12,157.0,8564.55,54.55,3.6,10.0,2.0,113561.92,Cash,Drive-thru,Renovation,Company Owned
OUT11403,Mcdonald'S,McDonald's - Bhopal 27,Bhopal,Madhya Pradesh,797001.0,High Street,Donuts,2024-03-19,164.0,13271.2,80.92,4.0,30.0,21.0,87479.79,Cash,Takeaway,Open,Company Owned
OUT11404,Burger King,Burger King - Srinagar 13,Srinagar,Jammu And Kashmir,796001.0,Mall,Tacos,2025-03-28,148.0,14332.89,96.84,4.4,5.0,19.0,93913.04,Cash,Drive-thru,Open,Company Owned
OUT11405,Wendy'S,Wendy's - Surat 20,Surat,Gujarat,395001.0,Standalone,Fried Chicken,2023-12-03,196.0,21824.85,111.35,4.4,29.0,26.0,120080.06,Card,Delivery,Renovation,Company Owned
OUT11406,Dunkin',Dunkin' - Bengaluru 32,Bengaluru,Karnataka,570001.0,High Street,Donuts,2024-07-31,176.0,29197.38,165.89,4.6,6.0,26.0,101797.11,Wallet,Dine-in,Renovation,Company Owned
OUT11407,Taco Bell,Taco Bell - Itanagar 2,Itanagar,Arunachal Pradesh,403001.0,Mall,Pizza,2024-11-12,136.0,8612.71,63.33,4.4,24.0,3.0,101276.82,Card,Takeaway,Open,Company Owned
OUT11408,Subway,Subway - Vijayawada 2,Vijayawada,Andhra Pradesh,800001.0,High Street,Pizza,2023-07-13,297.0,19181.17,64.58,3.7,16.0,8.0,54176.84,Wallet,Dine-in,Closed,Company Owned
OUT11409,Burger King,Burger King - Ludhiana 26,Ludhiana,Punjab,143001.0,Food Court,Coffee & Snacks,2025-05-13,86.0,7071.51,82.23,4.4,15.0,34.0,62488.24,UPI,Takeaway,Open,Company Owned
OUT11410,Subway,Subway - Surat 38,Surat,Gujarat,380001.0,Standalone,Burger,2025-08-28,199.0,22940.05,115.28,4.0,21.0,10.0,52016.96,Wallet,Drive-thru,Open,Franchise
OUT11411,Mcdonald'S,McDonald's - Kohima 11,Kohima,Nagaland,492001.0,Drive-Thru,Coffee & Snacks,2024-01-02,164.0,18453.83,112.52,3.6,19.0,33.0,18540.92,Wallet,Drive-thru,Open,Company Owned
OUT11412,Mcdonald'S,McDonald's - Pune 8,Pune,Maharashtra,400601.0,Standalone,Donuts,2023-07-02,198.0,11616.61,58.67,3.9,8.0,12.0,70686.12,UPI,Dine-in,Open,Company Owned
OUT11413,Pizza Hut,Pizza Hut - Imphal 32,Imphal,Manipur,682001.0,Drive-Thru,Sandwich,2024-10-30,117.0,24360.96,208.21,4.5,8.0,27.0,49302.68,UPI,Takeaway,Open,Company Owned
OUT11414,Dunkin',Dunkin' - Faridabad 6,Faridabad,Haryana,795001.0,High Street,Fried Chicken,2023-07-01,85.0,37468.06,440.8,4.0,12.0,13.0,39068.05,Cash,Drive-thru,Open,Company Owned
OUT11415,Subway,Subway - Lucknow 6,Lucknow,Uttar Pradesh,226001.0,High Street,Coffee & Snacks,2024-08-02,211.0,3284.98,15.57,4.2,7.0,2.0,42992.99,UPI,Dine-in,Open,Company Owned
OUT11416,Pizza Hut,Pizza Hut - Daman 23,Daman,Dadra And Nagar Haveli And Daman And Diu,171001.0,Drive-Thru,Pizza,2024-10-28,212.0,17800.61,83.97,3.1,30.0,29.0,77669.89,Wallet,Takeaway,Renovation,Company Owned
OUT11417,Burger King,Burger King - Jaipur 14,Jaipur,Rajasthan,313001.0,High Street,Donuts,2023-01-20,109.0,19657.36,180.34,3.6,9.0,11.0,92406.18,Card,Takeaway,Open,Franchise
OUT11418,Kfc,KFC - Lucknow 34,Lucknow,Uttar Pradesh,226001.0,Standalone,Pizza,2024-12-29,235.0,6169.03,26.25,3.9,12.0,20.0,42291.49,UPI,Delivery,Open,Company Owned
OUT11419,Kfc,KFC - Puducherry 33,Puducherry,Puducherry,682001.0,High Street,Pizza,2023-02-07,126.0,25254.68,200.43,3.8,22.0,10.0,106410.26,Card,Delivery,Open,Company Owned
OUT11420,Starbucks,Starbucks - Ahmedabad 33,Ahmedabad,Gujarat,380001.0,High Street,Fried Chicken,2023-07-24,163.0,18405.05,112.91,4.3,4.0,21.0,99507.84,Card,Drive-thru,Closed,Franchise
OUT11421,Kfc,KFC - Guwahati 12,Guwahati,Assam,737101.0,Food Court,Pizza,2025-02-24,210.0,21840.99,104.0,3.5,17.0,21.0,105657.61,Card,Delivery,Open,Franchise
OUT11422,Subway,Subway - Indore 3,Indore,Madhya Pradesh,682553.0,Drive-Thru,Tacos,2023-03-04,124.0,22510.71,181.54,5.0,9.0,2.0,112587.47,UPI,Delivery,Open,Company Owned
OUT11423,Dunkin',Dunkin' - Indore 32,Indore,Madhya Pradesh,492001.0,Drive-Thru,Pizza,2025-11-14,124.0,12530.38,101.05,3.8,27.0,6.0,76432.09,Cash,Takeaway,Open,Franchise
OUT11424,Pizza Hut,Pizza Hut - Chandigarh 33,Chandigarh,Chandigarh,682001.0,Mall,Tacos,2023-06-03,170.0,8099.23,47.64,3.9,24.0,27.0,12000.0,Cash,Drive-thru,Open,Franchise
OUT11425,Pizza Hut,Pizza Hut - Surat 32,Surat,Gujarat,380001.0,Drive-Thru,Fried Chicken,2024-11-12,231.0,22134.56,95.82,3.4,5.0,22.0,66749.14,UPI,Drive-thru,Renovation,Franchise
OUT11426,Dunkin',Dunkin' - Bhubaneswar 35,Bhubaneswar,Odisha,795001.0,Food Court,Tacos,2025-03-27,215.0,21504.43,100.02,3.4,17.0,24.0,123662.04,Wallet,Dine-in,Open,Franchise
OUT11427,Kfc,KFC - Gangtok 24,Gangtok,Sikkim,793001.0,Food Court,Coffee & Snacks,2024-07-07,233.0,28816.37,123.68,3.6,28.0,15.0,44419.13,Cash,Drive-thru,Open,Company Owned
OUT11428,Dunkin',Dunkin' - Port Blair 16,Port Blair,Andaman And Nicobar Islands,800001.0,Food Court,Burger,2024-01-17,81.0,25176.0,310.81,3.8,28.0,20.0,98062.25,UPI,Delivery,Open,Franchise
OUT11429,Kfc,KFC - Thiruvananthapuram 10,Thiruvananthapuram,Kerala,462001.0,Drive-Thru,Donuts,2025-11-27,130.0,25464.74,195.88,3.2,20.0,20.0,85112.34,Card,Delivery,Closed,Company Owned
OUT11430,Dunkin',Dunkin' - Imphal 27,Imphal,Manipur,834001.0,Drive-Thru,Donuts,2024-11-24,169.0,13750.8,81.37,3.2,16.0,33.0,65219.41,Wallet,Takeaway,Open,Company Owned
OUT11431,Starbucks,Starbucks - Guwahati 4,Guwahati,Assam,799001.0,High Street,Burger,2024-08-16,90.0,13426.27,149.18,2.9,23.0,28.0,107953.21,UPI,Takeaway,Open,Company Owned
OUT11432,Kfc,KFC - Udaipur 21,Udaipur,Rajasthan,560001.0,Drive-Thru,Sandwich,2023-06-01,142.0,11980.74,84.37,4.2,10.0,30.0,113493.77,Card,Takeaway,Open,Franchise
OUT11433,Domino'S,Domino's - Amritsar 9,Amritsar,Punjab,143001.0,Mall,Donuts,2023-12-28,111.0,17867.5,160.97,4.0,8.0,33.0,147334.74,Wallet,Dine-in,Open,Franchise
OUT11434,Domino'S,Domino's - Kochi 24,Kochi,Kerala,682553.0,Drive-Thru,Fried Chicken,2023-09-09,130.0,11486.5,88.36,4.1,30.0,29.0,39502.62,Card,Delivery,Closed,Company Owned
OUT11435,Burger King,Burger King - Ludhiana 37,Ludhiana,Punjab,141001.0,Food Court,Coffee & Snacks,2025-09-01,203.0,8728.99,43.0,3.4,29.0,29.0,69205.83,Wallet,Delivery,Open,Franchise
OUT11436,Kfc,KFC - Port Blair 36,Port Blair,Andaman And Nicobar Islands,834001.0,Mall,Coffee & Snacks,2024-10-28,231.0,27803.25,120.36,4.3,22.0,32.0,131503.2,Cash,Takeaway,Renovation,Company Owned
OUT11437,Wendy'S,Wendy's - Raipur 30,Raipur,Chhattisgarh,800001.0,Standalone,Coffee & Snacks,2025-11-10,101.0,10980.61,108.72,4.4,10.0,4.0,41930.15,Cash,Delivery,Open,Company Owned
OUT11438,Burger King,Burger King - Shimla 12,Shimla,Himachal Pradesh,799001.0,Food Court,Pizza,2023-06-21,159.0,5310.18,33.4,4.8,29.0,19.0,41860.39,Card,Delivery,Open,Company Owned
OUT11439,Burger King,Burger King - Gurugram 10,Gurugram,Haryana,462001.0,High Street,Pizza,2025-12-25,93.0,14731.22,158.4,5.0,13.0,9.0,76542.0,UPI,Dine-in,Open,Company Owned
OUT11440,Kfc,KFC - Shimla 34,Shimla,Himachal Pradesh,781001.0,High Street,Fried Chicken,2024-12-26,113.0,29465.57,260.76,4.1,16.0,20.0,113272.47,UPI,Takeaway,Renovation,Franchise
OUT11441,Dunkin',Dunkin' - Faridabad 35,Faridabad,Haryana,560001.0,High Street,Donuts,2023-10-24,128.0,22550.77,176.18,2.8,21.0,27.0,148310.57,UPI,Drive-thru,Open,Franchise
OUT11442,Kfc,KFC - Dehradun 8,Dehradun,Uttarakhand,248001.0,High Street,Donuts,2025-02-21,153.0,15765.3,103.04,3.8,7.0,13.0,33977.09,Card,Dine-in,Open,Company Owned
OUT11443,Wendy'S,Wendy's - Srinagar 30,Srinagar,Jammu And Kashmir,403001.0,Drive-Thru,Coffee & Snacks,2025-06-01,90.0,22361.46,248.46,3.9,17.0,23.0,110563.58,Card,Dine-in,Open,Company Owned
OUT11444,Wendy'S,Wendy's - Leh 39,Leh,Ladakh,834001.0,Drive-Thru,Pizza,2025-09-21,143.0,18578.35,129.92,3.9,7.0,27.0,24588.25,Card,Drive-thru,Renovation,Franchise
OUT11445,Subway,Subway - Imphal 1,Imphal,Manipur,800001.0,Mall,Donuts,2025-07-04,103.0,11249.66,109.22,4.4,18.0,32.0,139402.13,UPI,Delivery,Renovation,Company Owned
OUT11446,Dunkin',Dunkin' - Surat 25,Surat,Gujarat,395001.0,High Street,Tacos,2025-08-18,168.0,18746.79,111.59,4.5,5.0,25.0,12000.0,UPI,Delivery,Renovation,Franchise
OUT11447,Starbucks,Starbucks - Varanasi 17,Varanasi,Uttar Pradesh,226001.0,Drive-Thru,Coffee & Snacks,2023-10-21,110.0,23982.51,218.02,3.5,24.0,27.0,105924.21,Wallet,Takeaway,Closed,Company Owned
OUT11448,Pizza Hut,Pizza Hut - Kohima 20,Kohima,Nagaland,396210.0,High Street,Coffee & Snacks,2025-02-24,112.0,15904.36,142.0,3.9,22.0,9.0,92924.94,Card,Drive-thru,Open,Franchise
OUT11449,Subway,Subway - Thiruvananthapuram 35,Thiruvananthapuram,Kerala,796001.0,Food Court,Donuts,2025-02-28,97.0,32668.16,336.79,4.0,4.0,5.0,142305.45,Cash,Delivery,Closed,Company Owned
OUT11450,Taco Bell,Taco Bell - Varanasi 39,Varanasi,Uttar Pradesh,201301.0,High Street,Coffee & Snacks,2023-04-21,162.0,22525.92,139.05,4.5,14.0,12.0,103366.0,UPI,Takeaway,Renovation,Company Owned
OUT11451,Domino'S,Domino's - Noida 39,Noida,Uttar Pradesh,201301.0,Standalone,Coffee & Snacks,2023-07-22,156.0,11042.8,70.79,3.3,7.0,28.0,87436.92,Cash,Takeaway,Closed,Company Owned
OUT11452,Subway,Subway - Agartala 37,Agartala,Tripura,171001.0,Standalone,Tacos,2025-07-08,159.0,15461.48,97.24,3.0,14.0,33.0,77543.4,Wallet,Drive-thru,Open,Franchise
OUT11453,Dunkin',Dunkin' - Noida 40,Noida,Uttar Pradesh,560001.0,Standalone,Burger,2025-07-02,241.0,27294.18,113.25,4.0,29.0,29.0,109013.2,UPI,Delivery,Renovation,Company Owned
OUT11454,Pizza Hut,Pizza Hut - Shimla 31,Shimla,Himachal Pradesh,462001.0,Drive-Thru,Pizza,2024-10-15,301.0,16434.41,54.6,4.9,30.0,19.0,123063.94,UPI,Delivery,Closed,Franchise
OUT11455,Pizza Hut,Pizza Hut - Coimbatore 6,Coimbatore,Tamil Nadu,600001.0,Food Court,Pizza,2025-11-20,175.0,20786.84,118.78,3.1,9.0,14.0,74312.85,Wallet,Takeaway,Closed,Franchise
OUT11456,Wendy'S,Wendy's - Pune 7,Pune,Maharashtra,422001.0,Mall,Fried Chicken,2024-09-04,39.0,15429.68,395.63,5.0,5.0,15.0,124408.63,Cash,Takeaway,Closed,Franchise
OUT11457,Domino'S,Domino's - New Delhi 27,New Delhi,Delhi,110017.0,Mall,Pizza,2024-04-30,170.0,28150.5,165.59,4.3,23.0,24.0,80328.15,UPI,Dine-in,Open,Company Owned
OUT11458,Mcdonald'S,McDonald's - Panaji 16,Panaji,Goa,492001.0,High Street,Tacos,2024-05-09,99.0,14197.95,143.41,3.2,17.0,26.0,47262.92,UPI,Drive-thru,Open,Company Owned
OUT11459,Subway,Subway - Kohima 27,Kohima,Nagaland,248001.0,Standalone,Donuts,2024-11-13,56.0,21634.13,386.32,3.3,23.0,26.0,102689.08,UPI,Drive-thru,Open,Company Owned
OUT11460,Starbucks,Starbucks - Leh 7,Leh,Ladakh,492001.0,Drive-Thru,Burger,2024-07-03,70.0,18296.58,261.38,3.3,11.0,23.0,12000.0,Cash,Dine-in,Open,Company Owned
OUT11461,Dunkin',Dunkin' - Indore 21,Indore,Madhya Pradesh,737101.0,Drive-Thru,Pizza,2025-05-30,90.0,20354.69,226.16,4.0,8.0,9.0,110014.3,UPI,Delivery,Open,Company Owned
OUT11462,Taco Bell,Taco Bell - Mysuru 12,Mysuru,Karnataka,560001.0,Drive-Thru,Fried Chicken,2023-12-12,159.0,10561.58,66.43,4.5,15.0,15.0,81761.36,Wallet,Dine-in,Renovation,Company Owned
OUT11463,Domino'S,Domino's - Ahmedabad 38,Ahmedabad,Gujarat,380001.0,Standalone,Tacos,2025-07-11,132.0,20440.62,154.85,4.2,30.0,24.0,88066.31,Cash,Dine-in,Renovation,Company Owned
OUT11464,Mcdonald'S,McDonald's - Aizawl 36,Aizawl,Mizoram,171001.0,Standalone,Donuts,2024-02-06,131.0,25067.89,191.36,4.6,18.0,17.0,106454.68,UPI,Drive-thru,Open,Company Owned
OUT11465,Domino'S,Domino's - Gangtok 26,Gangtok,Sikkim,462001.0,High Street,Pizza,2024-11-20,140.0,16708.28,119.34,3.0,9.0,7.0,152161.55,Card,Takeaway,Closed,Company Owned
OUT11466,Burger King,Burger King - Chennai 4,Chennai,Tamil Nadu,600001.0,Mall,Sandwich,2023-06-07,100.0,24629.73,246.3,4.4,12.0,13.0,88584.81,Card,Delivery,Open,Company Owned
OUT11467,Domino'S,Domino's - Thiruvananthapuram 6,Thiruvananthapuram,Kerala,834001.0,Standalone,Pizza,2025-08-16,232.0,13773.41,59.37,4.0,24.0,30.0,56856.62,Cash,Dine-in,Open,Franchise
OUT11468,Dunkin',Dunkin' - Noida 3,Noida,Uttar Pradesh,221001.0,Mall,Tacos,2024-12-12,90.0,12195.22,135.5,5.0,28.0,31.0,144925.78,Card,Delivery,Open,Franchise
OUT11469,Domino'S,Domino's - Bhopal 1,Bhopal,Madhya Pradesh,797001.0,Food Court,Tacos,2025-09-18,65.0,25116.91,386.41,3.8,9.0,12.0,63397.82,Card,Dine-in,Closed,Company Owned
OUT11470,Burger King,Burger King - New Delhi 27,New Delhi,Delhi,110025.0,High Street,Fried Chicken,2025-07-13,126.0,32986.13,261.79,4.3,7.0,9.0,66277.82,Wallet,Takeaway,Open,Company Owned
OUT11471,Kfc,KFC - Chennai 14,Chennai,Tamil Nadu,600001.0,Drive-Thru,Fried Chicken,2024-05-08,115.0,13264.28,115.34,3.7,20.0,6.0,124291.48,Card,Takeaway,Open,Franchise
OUT11472,Wendy'S,Wendy's - Bengaluru 2,Bengaluru,Karnataka,570001.0,Mall,Pizza,2025-09-29,204.0,27838.52,136.46,3.5,27.0,35.0,103302.06,UPI,Drive-thru,Open,Franchise
OUT11473,Mcdonald'S,McDonald's - Thiruvananthapuram 20,Thiruvananthapuram,Kerala,799001.0,Drive-Thru,Coffee & Snacks,2025-01-29,187.0,14605.24,78.1,4.0,14.0,2.0,102485.37,Card,Takeaway,Open,Franchise
OUT11474,Mcdonald'S,McDonald's - Chandigarh 28,Chandigarh,Chandigarh,171001.0,Standalone,Fried Chicken,2024-07-24,210.0,5284.73,25.17,4.6,11.0,12.0,51331.1,Cash,Takeaway,Open,Company Owned
OUT11475,Pizza Hut,Pizza Hut - Hyderabad 35,Hyderabad,Telangana,500032.0,High Street,Fried Chicken,2025-06-18,121.0,10279.15,84.95,4.3,11.0,4.0,111936.0,Cash,Dine-in,Renovation,Company Owned
OUT11476,Burger King,Burger King - Amritsar 8,Amritsar,Punjab,143001.0,Mall,Coffee & Snacks,2024-07-30,104.0,15761.96,151.56,4.0,18.0,14.0,77367.25,Card,Takeaway,Renovation,Company Owned
OUT11477,Mcdonald'S,McDonald's - Dehradun 39,Dehradun,Uttarakhand,797001.0,Standalone,Coffee & Snacks,2024-03-06,152.0,11800.05,77.63,4.1,24.0,8.0,56698.92,Card,Drive-thru,Closed,Company Owned
OUT11478,Subway,Subway - Udaipur 8,Udaipur,Rajasthan,302001.0,Food Court,Sandwich,2024-10-08,181.0,31092.47,171.78,4.1,7.0,35.0,20859.83,UPI,Drive-thru,Open,Company Owned
OUT11479,Domino'S,Domino's - Nagpur 11,Nagpur,Maharashtra,400001.0,Drive-Thru,Fried Chicken,2023-12-22,126.0,18043.8,143.2,4.3,5.0,14.0,83940.28,Card,Drive-thru,Open,Franchise
OUT11480,Pizzahut,Pizza Hut - Gangtok 20,Gangtok,Sikkim,396210.0,Drive-Thru,Sandwich,2023-08-12,140.0,4380.03,31.29,3.4,21.0,25.0,57591.1,Cash,Drive-thru,Open,Franchise
OUT11481,Taco Bell,Taco Bell - Mysuru 31,Mysuru,Karnataka,570001.0,Food Court,Burger,2023-04-26,191.0,25164.85,131.75,4.3,6.0,29.0,108333.25,Card,Delivery,Renovation,Company Owned
OUT11482,Domino'S,Domino's - Puducherry 27,Puducherry,Puducherry,737101.0,Mall,Coffee & Snacks,2024-04-09,273.0,18094.57,66.28,4.0,25.0,2.0,65428.57,Wallet,Dine-in,Renovation,Company Owned
OUT11483,Kfc,KFC - Jammu 23,Jammu,Jammu And Kashmir,396210.0,High Street,Sandwich,2023-06-17,152.0,15765.46,103.72,4.1,5.0,17.0,102073.15,Wallet,Delivery,Open,Company Owned
OUT11484,Dunkin',Dunkin' - Thane 16,Thane,Maharashtra,422001.0,High Street,Sandwich,2025-03-31,157.0,14708.21,93.68,4.4,4.0,24.0,136001.23,Cash,Dine-in,Open,Franchise
OUT11485,Starbucks,Starbucks - Raipur 36,Raipur,Chhattisgarh,492001.0,Mall,Sandwich,2024-03-18,195.0,21147.23,108.45,3.2,22.0,19.0,39725.55,Cash,Takeaway,Open,Company Owned
OUT11486,Wendy'S,Wendy's - Leh 19,Leh,Ladakh,682001.0,Drive-Thru,Pizza,2025-05-13,159.0,16321.91,102.65,4.0,11.0,20.0,98922.48,Card,Delivery,Open,Franchise
OUT11487,Mcdonald'S,McDonald's - Shimla 33,Shimla,Himachal Pradesh,797001.0,High Street,Coffee & Snacks,2025-01-22,199.0,7903.0,39.71,3.6,22.0,29.0,143411.3,Card,Dine-in,Closed,Franchise
OUT11488,Pizza Hut,Pizza Hut - Ahmedabad 36,Ahmedabad,Gujarat,395001.0,Food Court,Burger,2023-11-14,231.0,14080.22,60.95,3.9,21.0,28.0,44392.58,Card,Takeaway,Renovation,Franchise
OUT11489,Domino'S,Domino's - Puducherry 18,Puducherry,Puducherry,396210.0,Standalone,Donuts,2023-04-14,130.0,15967.15,122.82,4.2,6.0,9.0,53412.71,Card,Takeaway,Closed,Franchise
OUT11490,Dunkin',Dunkin' - Srinagar 33,Srinagar,Jammu And Kashmir,795001.0,Mall,Coffee & Snacks,2025-05-02,142.0,27719.21,195.21,4.1,21.0,20.0,40968.9,Wallet,Takeaway,Renovation,Franchise
OUT11491,Mcdonald'S,McDonald's - Pune 16,Pune,Maharashtra,400001.0,Standalone,Fried Chicken,2023-01-14,139.0,24164.81,173.85,4.5,13.0,20.0,94387.73,UPI,Drive-thru,Closed,Company Owned
OUT11492,Burger King,Burger King - Raipur 14,Raipur,Chhattisgarh,682001.0,High Street,Coffee & Snacks,2023-07-07,103.0,18377.12,178.42,4.0,11.0,13.0,125202.61,Wallet,Delivery,Closed,Company Owned
OUT11493,Dunkin',Dunkin' - Nagpur 20,Nagpur,Maharashtra,440001.0,Mall,Tacos,2024-08-23,10.0,25999.36,2599.94,4.0,9.0,5.0,54408.09,UPI,Delivery,Open,Franchise
OUT11494,Pizzahut,Pizza Hut - Vijayawada 17,Vijayawada,Andhra Pradesh,751001.0,Mall,Donuts,2024-02-16,50.0,30234.27,604.69,3.4,22.0,8.0,38138.97,Cash,Drive-thru,Open,Franchise
OUT11495,Taco Bell,Taco Bell - Srinagar 3,Srinagar,Jammu And Kashmir,834001.0,High Street,Sandwich,2025-12-08,172.0,29432.74,171.12,3.9,28.0,20.0,45304.6,UPI,Dine-in,Open,Franchise
OUT11496,Domino'S,Domino's - Kohima 23,Kohima,Nagaland,800001.0,Mall,Burger,2024-07-27,103.0,22512.54,218.57,3.4,29.0,11.0,138240.51,UPI,Delivery,Open,Company Owned
OUT11497,Starbucks,Starbucks - Chennai 24,Chennai,Tamil Nadu,600001.0,Standalone,Pizza,2024-07-11,130.0,51139.67,393.38,4.1,12.0,21.0,100825.56,UPI,Dine-in,Open,Company Owned
OUT11498,Starbucks,Starbucks - Ranchi 25,Ranchi,Jharkhand,737101.0,Mall,Coffee & Snacks,2025-12-13,199.0,13813.68,69.42,3.4,12.0,13.0,122300.07,Cash,Dine-in,Open,Franchise
OUT11499,Subway,Subway - Daman 1,Daman,Dadra And Nagar Haveli And Daman And Diu,800001.0,High Street,Fried Chicken,2023-01-28,74.0,26832.81,362.61,3.0,23.0,13.0,152081.36,Wallet,Delivery,Closed,Franchise
OUT11500,Dunkin',Dunkin' - Ahmedabad 1,Ahmedabad,Gujarat,395001.0,Drive-Thru,Coffee & Snacks,2023-09-18,157.0,9129.02,58.15,4.2,16.0,25.0,144591.32,Cash,Delivery,Open,Company Owned
OUT11501,Kfc,KFC - Faridabad 36,Faridabad,Haryana,560001.0,Drive-Thru,Donuts,2023-07-12,68.0,20812.19,306.06,4.3,18.0,4.0,79261.06,UPI,Delivery,Open,Franchise
OUT11502,Mcdonald'S,McDonald's - Coimbatore 36,Coimbatore,Tamil Nadu,600001.0,Food Court,Donuts,2025-01-11,136.0,16920.47,124.42,3.8,16.0,14.0,105406.95,UPI,Delivery,Renovation,Franchise
OUT11503,Mcdonald'S,McDonald's - Lucknow 36,Lucknow,Uttar Pradesh,221001.0,Drive-Thru,Tacos,2023-07-31,226.0,15923.09,70.46,3.1,4.0,15.0,63584.92,Card,Drive-thru,Closed,Company Owned
OUT11504,Kfc,KFC - Srinagar 1,Srinagar,Jammu And Kashmir,403001.0,Mall,Pizza,2024-09-17,193.0,28059.58,145.39,3.2,12.0,32.0,85881.86,Wallet,Delivery,Open,Company Owned
OUT11505,Mcdonald'S,McDonald's - Ranchi 38,Ranchi,Jharkhand,396210.0,High Street,Burger,2024-12-25,128.0,31915.45,249.34,2.7,24.0,28.0,73773.11,UPI,Drive-thru,Renovation,Company Owned
OUT11506,Kfc,KFC - Gurugram 27,Gurugram,Haryana,248001.0,Drive-Thru,Sandwich,2024-07-25,60.0,21303.61,355.06,4.8,24.0,21.0,82626.31,Card,Delivery,Closed,Franchise
OUT11507,Starbucks,Starbucks - Hyderabad 24,Hyderabad,Telangana,500001.0,Food Court,Fried Chicken,2024-03-02,193.0,7592.56,39.34,3.8,17.0,32.0,114921.55,UPI,Takeaway,Renovation,Company Owned
OUT11508,Dunkin',Dunkin' - Bhopal 2,Bhopal,Madhya Pradesh,682553.0,Mall,Fried Chicken,2024-09-05,103.0,8728.04,84.74,3.8,24.0,9.0,133898.26,Wallet,Dine-in,Open,Franchise
OUT11509,Taco Bell,Taco Bell - Gangtok 2,Gangtok,Sikkim,462001.0,High Street,Tacos,2025-10-28,71.0,37677.5,530.67,4.0,11.0,18.0,12000.0,UPI,Drive-thru,Open,Franchise
OUT11510,Dunkin',Dunkin' - Surat 15,Surat,Gujarat,395001.0,High Street,Burger,2023-12-03,166.0,8817.42,53.12,4.3,21.0,35.0,26858.91,Wallet,Delivery,Open,Company Owned
OUT11511,Burger King,Burger King - Itanagar 14,Itanagar,Arunachal Pradesh,682001.0,Standalone,Fried Chicken,2024-08-14,185.0,15561.76,84.12,3.9,19.0,15.0,71643.75,Cash,Delivery,Open,Franchise
OUT11512,Starbucks,Starbucks - Lucknow 32,Lucknow,Uttar Pradesh,226001.0,Mall,Fried Chicken,2025-03-26,199.0,7939.48,39.9,3.0,24.0,24.0,142003.09,UPI,Dine-in,Open,Company Owned
OUT11513,Burger King,Burger King - Leh 14,Leh,Ladakh,834001.0,Food Court,Burger,2025-08-15,62.0,18068.33,291.42,5.0,4.0,3.0,133525.67,Card,Drive-thru,Open,Franchise
